,authors,binding,date_published,edition,image,isbn,isbn13,msrp,publish_date,publisher,subjects,synopsys,title,title_long
104,['Francesca Langbaum'],Mass Market Paperback,1986,,https://images.isbndb.com/covers/71/22/9780345337122.jpg,0345337123,9780345337122.0,3.99,1986,Ballantine Books,,,Random House Basic Dictionary French,Random House Basic Dictionary French
105,['Mario Puzo'],Hardcover,1996,,https://images.isbndb.com/covers/05/89/9780375430589.jpg,037543058x,9780375430589.0,25.95,1996,Random House Large Print,,,Omerta (random House Large Print),Omerta (random House Large Print)
106,['Judith Krantz'],Hardcover,1997,,https://images.isbndb.com/covers/19/02/9780517581902.jpg,0517581906,9780517581902.0,24.95,1997,Crown,,,Dazzle (random House Large Print),Dazzle (random House Large Print)
107,"['Moulton', 'Jenni Karding']",Hardcover,2000,,https://images.isbndb.com/covers/80/99/9780345408099.jpg,0345408098,9780345408099.0,25.01,2000,Ballantine Books,,,Random House Essential German Dictionary,Random House Essential German Dictionary
108,['Dean Koontz'],Paperback,1996,,https://images.isbndb.com/covers/50/35/9780679765035.jpg,0679765034,9780679765035.0,25,1996,Random House Large Print,,,Intensity (random House Large Print),Intensity (random House Large Print)
109,['Random House'],,1998,,https://images.isbndb.com/covers/06/84/9780073660684.jpg,007366068x,9780073660684.0,,1998,Mcgraw Hill Higher Education,,,Random House Webster's Concise Dictionary,Random House Webster's Concise Dictionary
110,['Stephen Weinstein'],Hardcover,1993,1,https://images.isbndb.com/covers/74/69/9780679427469.jpg,0679427465,9780679427469.0,7,1993,Random House Reference,,,Random House  Pro Football Dictionary,Random House  Pro Football Dictionary
111,['Storey (other Contributor)'],Paperback,1997,,https://images.isbndb.com/covers/16/39/9780676571639.jpg,0676571638,9780676571639.0,,1997,Storey Books,,,"Perennial 2, Random House Book","Perennial 2, Random House Book"
112,['Random House'],,October 2008,,https://images.isbndb.com/covers/71/65/9781400007165.jpg,140000716X,9781400007165.0,,,Random House Information Group,['English Dictionaries & Thesauri'],"<p><P>The <i>Random House Webster&#8217;s Rhyming Dictionary </i>is an essential resource for writers, poets and songwriters. An expanded version of the RH Webster&#8217;s Pocket edition, it includes&#58;<br><br>&#8226; Approximately 60,000 words<br>&#8226; Comprehensive cross-referencing <br>&#8226; A glossary of poetic terms<br>&#8226; Contemporary proper names and foreign phrases</p>",Random House Webster's Rhyming Dictionary,random-house-websters-rhyming-dictionary
113,['Dinah L Moche'],Paperback,1981,,https://images.isbndb.com/covers/90/11/9780394839011.jpg,0394839013,9780394839011.0,3.25,1981,Random House Books For Young Readers,,,The Astronauts (random House Pictureback),The Astronauts (random House Pictureback)
114,"['Mills', 'Alice (editor)']",,1998,,https://images.isbndb.com/covers/84/15/9781858338415.jpg,1858338417,9781858338415.0,,1998,Random House,,,The Random House Children's Treasury,The Random House Children's Treasury
115,['Seymour Leichman'],Unbound,1977,1,https://images.isbndb.com/covers/47/95/9780394834795.jpg,0394834798,9780394834795.0,,1977,Random House,,,Rumpelstiltskin (a Random House Pictureback),Rumpelstiltskin (a Random House Pictureback)
116,['Dictionary'],Paperback,1996,2,https://images.isbndb.com/covers/99/11/9780679449911.jpg,0679449914,9780679449911.0,64.95,1996,Random House Information Group,,,Random House Compact Unabridged Dictionary,Random House Compact Unabridged Dictionary
117,['Random House'],Paperback,2005,,https://images.isbndb.com/covers/59/74/9780375425974.jpg,0375425977,9780375425974.0,12.95,2005,Random House Reference,,,Random House Webster's Everyday Dictionary,Random House Webster's Everyday Dictionary
118,['Not Available'],Board Book,2007-03-31,,https://images.isbndb.com/covers/07/80/9780375950780.jpg,0375950788,9780375950780.0,19.96,,Random House Childrens Books,,,Random House Board Book Assortment,Random House Board Book Assortment
119,['Robert Anderson Hall'],Paperback,1997,,https://images.isbndb.com/covers/80/68/9780345408068.jpg,0345408063,9780345408068.0,,1997,Ballantine Books (p),,,Random House Essential Italian Dictionary,Random House Essential Italian Dictionary
120,['Fred Dahl'],Hardcover,1990,1,https://images.isbndb.com/covers/80/09/9780679728009.jpg,0679728007,9780679728009.0,9.95,1990,Random House Reference,,,Random House Personal Investment Calculator,Random House Personal Investment Calculator
121,['Random House'],Paperback,2002,,https://images.isbndb.com/covers/59/81/9780375425981.jpg,0375425985,9780375425981.0,12.95,2002,Random House Reference,"['English Language', 'Synonyms And Antonyms']","<p><p><b> New! The Only Hardcover Thesaurus Available In Mass Market Size - The Perfect Companion To The <i>random House Webster's Concise Dictionary</i>. </b><p>with Its Simple And Familiar A-z Format, Handy Small Size, And Up-to-the-minute Entries, The <i>random House Webster's Concise Thesaurus</i> Is An Essential Reference For Writing At Home Or On The Go. This Comprehensive Hardcover Reference Will Rescue Those Elusive Words From The Back Of Your Brain And The Tip Of Your Tongue.<p>features 11,000 Clearly Labeled, Alphabetical Entries, Over 200,000 Synonyms And<br>&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;antonyms, And Over 400 Synonym Studies An Indispensable, Handy, And Durable Thesaurus Derived From The Renowned <br>&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;<i>random House Webster's Thesaurus</i><br> Includes A New-words Essay And Helpful Suggestions On How To Avoid Insensitive And Offensive Language Offers A Wide Range Of Vocabulary From Formal Speech To Colloquialisms</p>",Random House Webster's Everyday Thesaurus,Random House Webster's Everyday Thesaurus
122,['Lisa Gardner'],Hardcover,2006-01-31,,https://images.isbndb.com/covers/58/58/9780739325858.jpg,073932585x,9780739325858.0,27,,Random House Large Print,,,Gone (random House Large Print),Gone (random House Large Print)
123,['Stuart B. Flexner'],Hardcover,1979,,https://images.isbndb.com/covers/43/39/9780394054339.jpg,0394054334,9780394054339.0,19.93,1979,Random House,,,The Random House College Dictionary,The Random House College Dictionary
124,['Unknown'],,2000,,https://images.isbndb.com/covers/31/40/9780768833140.jpg,0768833140,9780768833140.0,,2000,Meadwestvaco,,,Random House Dictionary 2001 Calendar,Random-house-dictionary-2001-calendar
125,['Dorling Kindersley Ltd'],Hardcover,1991/08/14,1st American ed,https://images.isbndb.com/covers/85/26/9780394838526.jpg,0394838521,9780394838526.0,,1991-08-14,New York : Random House ; 1991.,['Reference - Encyclopedias'],,The Random House children's encyclopedia,the_random_house_childrens_encyclopedia_revised_edition
126,['Marie Gorsline'],Paperback,1978,,https://images.isbndb.com/covers/93/49/9780394839349.jpg,039483934x,9780394839349.0,,1978,Random House,,,Cowboys (a Random House Pictureback),Cowboys (a Random House Pictureback)
127,['Kathryn Harvey'],Hardcover,1992,,https://images.isbndb.com/covers/35/61/9780679413561.jpg,0679413561,9780679413561.0,24,1992,Villard,,,Stars (random House Large Print),Stars (random House Large Print)
128,['Chris Platt'],Library Binding,1998,,https://images.isbndb.com/covers/59/03/9780613275903.jpg,061327590x,9780613275903.0,13.4,,Topeka Bindery,,,Willow King (random House Riders),Willow King (random House Riders)
129,['Jerry Spinelli'],Paperback,2010,,https://images.isbndb.com/covers/14/75/9780375861475.jpg,0375861475,9780375861475.0,9.99,2010,Ember,,,Milkweed (random House Reader's Circle),Milkweed (random House Reader's Circle)
130,['Danielle Steel'],,2007,,https://images.isbndb.com/covers/71/06/9780739477106.jpg,0739477102,9780739477106.0,,2007,Random House Large Print,,,Sisters (random House Large Print),Sisters (random House Large Print)
131,['Patrick Suppes'],Unknown Binding,1976,,https://images.isbndb.com/covers/96/40/9780394039640.jpg,0394039645,9780394039640.0,,1976,Random House,,,The Random House Mathematics Program,The Random House Mathematics Program
132,['Ian Mcewan'],Paperback,2010,,https://images.isbndb.com/covers/77/89/9780739377789.jpg,0739377787,9780739377789.0,27,2010,Random House Large Print,,"<p><b>the Literary Event Of The Season&#58; A New Novel From Ian Mcewan, As Surprising As It Is Masterful. </b><p>michael Beard Is A Nobel Prize&ndash;winning Physicist Whose Best Work Is Behind Him. Trading On His Reputation, He Speaks For Enormous Fees, Lends His Name To The Letterheads Of Renowned Scientific Institutions, And Half-heartedly Heads A Government-backed Initiative Tackling Global Warming. While He Coasts Along In His Professional Life, Michael&rsquo;s Personal Life Is Another Matter Entirely. His Fifth Marriage Is Crumbling Under The Weight Of His Infidelities. But This Time The Tables Are Turned&#58; His Wife Is Having An Affair, And Michael Realizes He Is Still In Love With Her. <p>when Michael&rsquo;s Personal And Professional Lives Begin To Intersect In Unexpected Ways, An Opportunity Presents Itself In The Guise Of An Invitation To Travel To New Mexico. Here Is A Chance For Him To Extricate Himself From His Marital Problems, Reinvigorate His Career, And Very Possibly Save The World From Environmental Disaster. Can A Man Who Has Made A Mess Of His Life Clean Up The Messes Of Humanity? <p>a Complex Novel That Brilliantly Traces The Arc Of One Man&rsquo;s Ambitions And Self-deceptions, <i>solar</i> Is A Startling, Witty, And Stylish New Work From One Of The World&rsquo;s Great Writers.<p><i>from The Hardcover Edition.</i></p><h3>the Barnes & Noble Review</h3><p><p>he Belonged To That Class Of Men -- Vaguely Unprepossessing, Often Bald, Short, Fat, Clever -- Who Were Unaccountably Attractive To Certain Beautiful Women. This First Sentence Of Ian Mcewan's New Novel Describes Michael Beard, Age 53, A British Nobel-winning Physicist And Television Celebrity. Unfortunately For Beard, The Fifth Of Those Women To Marry Him Is Openly Sleeping With The Couple's Building Contractor, Rodney Tarpin. Although Beard Has Cheated On Patrice, He Now Wants Her Back And Decides To Make Her Jealous By Pretending That He Has A Female Visitor While Patrice Is In Her Bedroom. He Finds A Woman's Voice On The Radio, Turns It Up, And Intercuts It With His Voice. After A Few Minutes, He Went Into The Bathroom, Ran A Tap, Flushed The Lavatory And Laughed Out Loud. Then He Gave Out A Muted Whoop. Patrice Should Know He Was Having Fun. With This Not So Clever Scheme And More To Follow, Beard Joins A Distinguished Line Of Bumbling Cuckolds -- Joyce's Bloom, Nabokov's Humbert, Bellow's Herzog -- In Mcewan's First Go At A Comic Novel.</p></p>",Solar (random House Large Print),Solar (random House Large Print)
133,['Hephaestus Books'],,2011,,https://images.isbndb.com/covers/44/10/9781242594410.jpg,1242594418,9781242594410.0,,2011,,,,"Articles On Random House, Including",Articles-on-random-house-including
134,['Roald Dahl'],Hardcover,1994/09/01,New Ed,https://images.isbndb.com/covers/58/15/9780099365815.jpg,0099365812,9780099365815.0,,1994-09-01,Red Fox,,,Matilda (Random House Modern Classics),matilda--random-house-modern-classics-
135,"['Geiss', 'Tony']",,,,https://images.isbndb.com/covers/85/71/9780679818571.jpg,067981857x,9780679818571.0,,,,,,Random House Children's Encyclopedia 6cy,Random-house-children's-encyclopedia-6cy
136,['Juan Kattan-Ibarra'],,1991/07/04,,https://images.isbndb.com/covers/62/02/9780679736202.jpg,0679736204,9780679736202.0,,,Hodder Arnold H&S,['General Spanish Language Reference'],,Spanish Grammar Random House USA,spanish-grammar-random-house-usa
137,['Jess Stein'],Hardcover,1975,,https://images.isbndb.com/covers/50/08/9780394435008.jpg,0394435001,9780394435008.0,16.95,1975,Random House,,,The Random House College Dictionary,The Random House College Dictionary
138,['RANDOM HOUSE'],Hardcover,2002/05/16,Subsequent,https://images.isbndb.com/covers/56/60/9780375425660.jpg,0375425667,9780375425660.0,,2001-09-11,"New York : Random House, c1998.",['Literary Collections'],,Random House Webster's unabridged dictionary,random_house_websters_unabridged_dictionary_indexed
139,['Danielle Steel'],,2007,,https://images.isbndb.com/covers/70/12/9780739327012.jpg,0739327011,9780739327012.0,,2007,Random House Large Print,,"<p><p>four Sisters, A Manhattan Brownstone, And A Tumultuous Year Of Loss And Courage Are At The Heart Of Danielle Steel&rsquo;s New Novel About A Remarkable Family, A Stunning Tragedy&mdash;and What Happens When Four Very Different Young Women Come Together Under One Very Lively Roof.<p>candy&ndash;it&rsquo;s The Only Name She Needs&mdash;is Blazing Her Way Through Paris, New York, And Tokyo As Fashion&rsquo;s Latest International Supermodel. . . . <p>her Sister Tammy Has A Job Producing The Most Successful Hit Show On Tv, And A Home She Loves In L.a.&rsquo;s Hollywood Hills. . . . In New York, Oldest Sister Sabrina Is An Ambitious Young Lawyer, While Annie Is An American Artist In Florence, Living For Her Art. . . . On One Fourth Of July Weekend, As They Do Every Year, The Four Sisters Come Home To Connecticut For Their Family&rsquo;s Annual Gathering. But Before The Holiday Is Over, Tragedy Strikes And Their World Is Utterly Changed.<p>suddenly, Four Sisters Who Have Been Fervently Pursuing Success And Their Own Lives&mdash;on Opposite Sides Of The World&mdash;reunite To Share One New York Brownstone, To Support Each Other And Their Father, And To Pick Up The Pieces While One Sister Struggles To Heal Her Shattered Body And Soul. Thus Begins An Unscripted Chapter Of Their Lives, As A Bustling House Is Soon Filled With Eccentric Dogs, Laughter, Tears, Friends, Men . . . And The Kind Of Honesty And Unconditional Love Only Sisters Can Provide. But As The Four Women Settle In, They Are Forced To Confront The Direction Of Their Respective Lives. As The Year Passes And Another July Fourth Approaches, A Season Of Grief And Change Gives Way To New Beginnings&mdash;as A Family Comes Together To Share Its Blessings And A Future Filled With Surprises And, Ultimately, Hope.<p>with Unerring Insight And Compassion, Danielle Steel Tells A Compelling Story Of Four Sisters Who Love And Laugh, Struggle And Triumph . . . And Are Irrevocably Woven Into The Fabric Of Each Other&rsquo;s Lives. Brilliantly Blending Humor And Heartbreak, She Delivers A Powerful Message About The Fragility&mdash;and The Wonder&mdash;of Life.</p><h3>publishers Weekly</h3><p>four Stunningly Beautiful Connecticut-bred Sisters Pursue Their Disparate Careers In Prolific Steel's (h.r.h.) Latest. There's Candy, 21, A Supermodel With An Eating Disorder, On Location In Paris; Annie, 26, A Risd-grad Studying Painting In Florence; Tammy, At 29 An L.a. Tv Producer With A New Hit And No Life; And Sabrina, 34, A Workaholic, Commitment-phobic Family Attorney. No Matter What, All Meet At Mommy And Daddy's For July 4, Thanksgiving And Christmas. During One Of The Reunions, A Disastrous Car Accident Kills Their Beautiful, Dutiful Mother And Leaves Artist Annie Blind. Sabrina Comes Up With A Plan For The Sisters To Live Ensemble In A New York Brownstone, So That They Might Grieve And Ease Annie's Transition Into The Sightless World. The Questions Then Become Will Candy Eat? Will Sabrina Commit? Will Tammy Have A Hit? Will Annie Transition? And Will Dad Love Again? Legions Of Fans Expect An Emphatic Yes, And They Won't Be Disappointed. But They Can Also Expect Decapitation, Rape And Emotional Betrayal, Which Work Like Little Shocks To Keep Pages Turning. (feb.) Copyright 2006 Reed Business Information.</p>",Sisters (random House Large Print),Sisters (random House Large Print)
