authors,isbn13,title
['Homer'],9780140449112,The Odyssey (penguin Classics)
['Suzy Benghiat'],9780140463248,Suzy Cookstrip (penguin Handbooks)
['Anonymous'],9780140447583,Buddhist Scriptures (penguin Classics)
['Caryl Phillips'],9780140118063,Higher Ground (king Penguin)
['Charlotte Brontë'],9780143058120,Jane Eyre (penguin Classics)
['Charles Dickens'],9780140860559,Hard Times (penguin Classics)
['Miguel De Cervantes'],9780140445619,Penguin Classics Don Quixote
['Marcus Pfister'],9780805007398,Penguin Pete's New Friends
['Sherwood Anderson'],9780140390599,"Winesburg, Ohio (penguin Classics)"
['Edgar Miller'],9780140806731,Clinical Neuropsychology (penguin Education)
"['Crystal', 'David']",9780141027173,Famous People (penguin Pocket)
"['Christian Jeremies', 'Fabian Jeremies']",9781492623342,The Big Penguin Party
['Gowdridge'],9780140244700,Mother Courage (penguin Politics)
['Daphne Du Maurier'],9780141802282,Rebecca (Penguin Modern Classics)
['H.c. Andersen'],9780140448931,Fairy Tales (penguin Classics)
['Virgil'],9780140449327,The Aeneid (penguin Classics)
['John Mcphee'],9780141182032,Oranges (penguin Modern Classics)
['Piers Brendon'],9780141987354,Edward Viii (penguin Monarchs)
['Peter Wingate'],9780140510485,The Penguin Medical Encyclopedia
['Jose Marti'],9780142437049,Selected Writings (penguin Classics)
['Duncan-campbell-smith-penguin'],9780141043357,The Book Of Penguin
['Honoré De Balzac'],9780141396705,Penguin Classics Ursule Mirouet
['Thomas Hardy'],9780140433418,Selected Poems (penguin Classics)
['Thomas Hardy'],9780140090109,The Penguin Thomas Hardy
['Karen Armstrong'],9780965017107,Buddha - A Penguin Life
['Marcus Pfister'],9781558586918,Penguin Pete's New Friends
['Stephen Dobyns'],9780140587487,"Common Carnage (poets, Penguin)"
['Cees Nooteboom'],9780140157901,Rituals (penguin International Writers)
['Andre L Simon'],9780140461206,Wine Primer (penguin Handbooks)
['Thomas Hardy'],9780140435238,Desperate Remedies (penguin Classics)
['Sir Walter Scott'],9780140435542,Rob Roy (penguin Classics)
"['Aeschylus', 'Euripides', 'Sophocles']",9780141439365,Greek Tragedy (penguin Classics)
['Henry James'],9780140432626,Daisy Miller (penguin Classics)
"['Roger Price', 'Leonard Stern']",9780843171969,Penguin Classics Mad Libs
"['Patricia Staniskis', 'Nicole Biggs', 'Gini Hartman']",9780759602649,Maggie The White Penguin
['Mary Wesley'],9780140119473,Second Fiddle (king Penguin)
['Scott Ely'],9780140120332,Pit Bull (penguin Originals)
['Virgil'],9780140440515,The Aeneid (penguin Classics)
['Emily Bronte'],9780140430011,Wuthering Heights (penguin Classics)
['Michael Dibdin'],9780140869170,A Long Finish (penguin)
['Edward Monkton'],9780007234646,The Penguin Of Death
['Jane Austen'],9780140434132,Northanger Abbey (penguin Classics)
['Anthony Trollope'],9780140438413,"John Caldigate (trollope, Penguin)"
['Jill Norman'],9780718143503,New Penguin Cookery Book
['Bob Langley'],9780140053289,Death Stalk (penguin Crime)
['John Meade Falkner'],9780140621440,Moonfleet (penguin Popular Classics)
"['Claire Robinson', 'Angela Hargreaves']",9780816727728,Penguin - Pbk (life Story)
['Michael Greener'],9780670814244,The Penguin Business Dictionary
['James T. Farrell'],9780142180075,Young Lonigan (penguin Classics)
['M.; C.j. Hickman; And M.l. Johnson Abercrombie'],9780713910575,Penguin Dictionary Of Biology
,9780000010155,Penguin Month Competition Pad
['Spike Milligan'],9780146000430,Gunner Milligan (penguin 60s)
['Elizabeth Stoddard'],9780140436518,The Morgesons (penguin Classics)
"['Edmond De Goncourt', 'Jules De Goncourt']",9780140444384,Germinie Lacerteux (penguin Classics)
['Thomas Hardy'],9780140090109,The Penguin Thomas Hardy
['Judy Johnson'],9780486266220,Peter Penguin Paper Doll
['Amy Gerstler'],9780142000649,Ghost Girl (penguin Poets)
['Charles Dickens'],9780140436143,Martin Chuzzlewit (penguin Classics)
['E O Parrott'],9781854710857,Penguin Book Of Limericks
['Alan Blackshaw'],9780140461039,Mountaineering (penguin Handbook ; Ph103)
['Ingeborg Bachmann'],9780241366240,Malina (penguin Modern Classics)
,9781606864470,The Iliad (penguin Classics)
['William Makepeace Thackeray'],9780140437539,Vanity Fair (penguin Classics)
"['Hunt', 'Robert', 'Producciones Ancora']",9780892900275,Glu the Emperor Penguin
['Annette Keen'],9780582505308,"Carnival! (penguin Readers, Easystarts)"
"['Rosalind Fergusson', 'Martin Manser']",9780141018591,The Penguin Pocket Thesaurus
['Dorothy Parker'],9780142437216,Complete Stories (penguin Classics)
['Emily Bronte'],9780140860283,Wuthering Heights (penguin Audiobooks)
['Jack Kerouac'],9780143119234,Big Sur: (penguin Ink)
['Karen Armstrong'],9780143034360,Buddha (penguin Lives Biographies)
['Giles Andreae'],9781408338377,Be Brave Little Penguin
['Susan Sontag'],9780141190099,Benefactor (penguin Modern Classics)
['William C Williams'],9780140423167,Paterson (the Penguin Poets)
['Matthew Arnold'],9780140423761,Selected Poems (penguin Classics)
"['Pfister', 'Marcus']",9780439322911,Penguin Pete And Pat
['Yetta Fisher Gruen'],9780140467550,Your Wedding (penguin Handbooks)
['Ivan Turgenev'],9780140443356,First Love (penguin Classics)
['John Keats'],9780140585001,Keats (penguin Poetry Library)
['Unknown'],9780141039008,The Penguin French Dictionary
['Henry James'],9780141441344,Daisy Miller (penguin Classics)
['Carl Dennis'],9780141002309,Practical Gods (penguin Poets)
['Emily Brontë'],9780143058113,Wuthering Heights (penguin Classics)
['Esther Freud'],9780241973660,Hideous Kinky (penguin Essentials)
['William Shakespeare'],9780141016498,New Penguin Shakespeare Coriolanus
['Alexander Exquemelin'],9780140442120,The Buccaneers (penguin Classics)
['Samuel Johnson'],9780140436273,Selected Essays (penguin Classics)
"['Rau', 'Dana Meachen']",9780761429746,Guess Who Swims (Penguin)
"['Lauritz Somme', 'Sybille Kalas']",9780887080579,The Penguin Family Book
"['Crystal', 'David']",9780141026213,The Penguin Concise Encyclopedia
['Stuart Palmer'],9780553263343,The Penguin Pool Murder
['Frank Asch'],9780070024014,I Met A Penguin
['Wayne Koestenbaum'],9780670030002,Andy Warhol (penguin Lives)
['Friedrich Schiller'],9780140447118,Mary Stuart (penguin Classics)
['Voltaire'],9780140623031,Candide (Penguin Popular Classics)
['Mark Yakich'],9780143133278,Spiritual Exercises (penguin Poets)
['Homer'],9780140437829,Homeric Hymns (penguin Classics)
['Caroline Blackwood'],9780140069235,The Stepdaughter (king Penguin)
['Alasdair Gray'],9780140071108,1982 Janine (king Penguin)
['John Lennon'],9780140025408,The Penguin John Lennon
['Arthur Miller'],9780812415384,The Crucible (Penguin Plays)
['R. D. Blackmore'],9780143039327,Lorna Doone (penguin Classics)
"['H. H. Munro', 'Saki']",9780140090031,The Penguin Compelte Saki
['William Shakespeare'],9780140621174,Tempest (penguin Popular Classics)
['Bob Kane'],9780451029706,Batman Vs. The Penguin
"['Dawood', 'N. J.']",9781439515549,The Koran (penguin Classics)
['Geoffrey Hill'],9780141006925,Speech! Speech! (penguin Poetry)
['Jane Austen'],9780140439557,Emma (penguin Summer Classics)
['Pamela Joan Vandyke Price'],9780713912951,The Penguin Wine Book
['Erik Millstone'],9780140523690,Food Additives (penguin Special)
['Anne Charters'],9780140169102,Penguin Book of Beats
"['Stuart St. P. Slatter', 'David Lovett']",9780140279122,Corporate Turnaround (penguin Business)
['Marc Morris'],9780141987460,William I (penguin Monarchs)
['Robert Louis Stevenson'],9780140437683,Treasure Island (penguin Classics)
['Niccolo Machiavelli'],9780140447521,The Prince (penguin Classics)
['William Gaddis'],9780142437636,Agape Agape (penguin Classics)
['James Drever'],9780883073384,Penguin Dictionary Of Psychology
['Peake'],9780140865240,Titus Groan (penguin Classics)
['Bram Stoker'],9780140433814,Dracula (penguin Classics) [paperback]
['Plato'],9780140449143,The Republic (penguin Classics)
['Vladimir Nabokov'],9780141023496,Lolita (penguin Red Classics)
['Charlotte Bronte'],9780141439341,Jane Eyre (penguin Classics)
"['Bram Stoker', 'Richard Grant', 'Richard E. Grant']",9781615558025,Dracula (penguin Classics Series)
['Sandra Clark'],9780140514216,The Penguin Shakespeare Dictionary
['Noam Chomsky'],9780143065470,Penguin India Essential Chomsky
['Henry Miller'],9780141399102,Nexus (penguin Modern Classics)
['Tim Weare'],9781903840344,I'm A Little Penguin
"['Todd', 'Barbara']",9781869662462,I Am A Penguin
['Anna Comnena'],9780140449587,The Alexiad (penguin Classics)
['D. Nelson'],9780613648172,Penguin Dictionary Of Mathematics
"['Robert Fagles', 'Homer']",9780140860054,The Iliad (penguin Classics)
['Emily Brontë'],9780140862058,Wuthering Heights (penguin Classics)
['Fred Pearce'],9780140523805,Acid Rain (Penguin Special)
['Mary Wortley Montagu'],9780140434903,Selected Letters (penguin Classics)
['John Milton'],9780140424393,Paradise Lost (penguin Classics)
['Faye Erhard'],9780805949742,Polly Penguin Helps Santa
['Dk'],9780756602635,Penguin (watch Me Grow)
"['Brothers Grimm', 'Jacob Grimm', 'Wilhelm Grimm']",9780140444018,Selected Tales (penguin Classics)
['Charles Dickens'],9780140430080,David Copperfield (penguin Classics)
['Giles Andreae'],9781338150391,"Be Brave, Little Penguin"
['Sarma Visnu'],9780140445961,The Pancatantra (penguin Classics)
['Deborah Manley'],9780233963167,"Using London, (penguin Handbooks)"
,9780000031587,Essential Penguin 27 Copy
['Paul Muldoon'],9780140865127,Unplugged (penguin/faber Audiobooks)
['Marcus Pfister Herbert'],9781558584143,Penguin Pete's New Friends
['Thomas Kempner'],9780140091250,The Penguin management handbook
['Davis'],9780140513776,New Penguin Business Dictionary
['Charles Dickens'],9780613715843,Oliver Twist (penguin Classics)
['Thomas Hardy'],9780140435474,The Woodlanders (penguin Classics)
['Stephen Jay Gould'],9780146000478,Adam's Navel (penguin 60s)
['Phil Harris'],9780140515183,Penguin Dictionary Of Marketing
['Carl Von Clausewitz'],9780140444278,On War (penguin Classics)
['Kate Chopin'],9780704338227,The Awakening (penguin Classics)
['Penguin Books Australia Ltd'],9780670879755,Penguin Australian Road Atlas
"['John Dryden', 'Steven N. Zwicker', 'David Bywaters']",9780140439144,Selected Poems (penguin Classics)
['John) (UPDIKE'],9780140030501,Penguin Modern Stories 2
['Ross Thomas'],9780140074130,"Missionary Stew (crime, Penguin)"
['Tony Harrison'],9780140105636,Selected Poems (king Penguin)
['Joseph Conrad'],9780141389448,Penguin English Library Nostromo
['Megan Mcdonald'],9780689861352,Penguin And Little Blue
['John Ashbery'],9780140585858,"Three Poems (poets, Penguin)"
['Robert Irwin'],9780140100303,Arabian Nightmare (penguin Fiction)
['Gustave Flaubert'],9780754008675,Sentimental Education (penguin Classics)
['Paul Geraghty'],9780091767334,Solo: The Little Penguin
['W. W. Sawyer'],9780140130348,Mathematician's Delight (penguin Mathematics)
['Anthony Trollope'],9780140438253,"Phineas Finn (trollope, Penguin)"
['John Hersey'],9780141982243,Hiroshima (penguin Modern Classics)
"['Carey, Gabrielle', 'Sørensen, Rolf.']",9780140259384,Penguin Book Of Death
['Tarif Khalidi'],9780670084173,Penguin Classics The Qur'an
['Albert Camus'],9780140274172,The Outsider (essential Penguin)
['Josef Skvorecky'],9780140076684,The Cowards (king Penguin)
['Henry James'],9780140432640,Roderick Hudson (penguin Classics)
['HonorÃ© De Balzac'],9780140442601,The Chouans (penguin Classics)
,9781405303859,Penguin (watch Me Grow)
"['Garmonsway', 'G N']",9781199646934,Penguin Dictionary Of English
['Lorenzo Mattotti'],9780140138894,Fires (penguin Graphic Fiction)
['Stephen Church'],9780241380437,Henry Iii (penguin Monarchs)
['William Logan'],9780143122388,Madame X (penguin Poets)
['Virgil'],9780140444148,The Georgics (penguin Classics)
['Glenn Dakin'],9780140154788,Temptation (penguin Graphic Fiction)
['Mark Twain'],9780143106678,Autobiographical Writings (penguin Classics)
['Phil Young'],9780140481839,Crystal Clear (penguin Plays)
['Saul Bellow'],9780140291551,Ravelstein (penguin Modern Classics)
['Arthur Miller'],9780140249385,Broken Glass (penguin Plays)
['Catherine Neale'],9780140771732,"Middlemarch (critical Studies, Penguin)"
['John Donne'],9780141396712,Penguin Classics Selected Prose
['Ananth Sashikala'],9780670882885,Penguin Guide To Vaastu
['Abbe Prevost'],9780140445596,Manon Lescaut (penguin Classics)
['Anatole France'],9783842427129,Penguin Island (tredition Classics)
['Group Publishing'],9785550040652,Polar Expedition-penguin Pals:
['HORNBY NICK'],9780140913729,Penguin Threebies - Nick Hornb
['Marcus Pfister'],9780439261234,Penguin Pete's New Friends
['Elaine Hallgarten'],9780140462920,Mince Matters (penguin Handbooks)
['Charles Dickens'],9780140861501,Oliver Twist (penguin Classics)
"['Le Clezio', 'Jean-marie Gustave']",9780141191423,Fever (penguin Modern Classics)
['William Logan'],9780140587982,"Night Battle (poets, Penguin)"
['Michael Gliksman'],9780143001546,Bad Boy (penguin Original)
['John Stuart Mill'],9780140400281,On Liberty (penguin Classics)
['Sakura Tsukuba'],9781401211301,Penguin Revolution: Volume 1
['Lord George Gordon Byron'],9780140424508,Selected Poems (penguin Classics)
['Ian Macdonald'],9780140112238,The Penguin French Newsreader
"['Emily Brontë', 'Pauline Nestor']",9780141439556,Wuthering Heights (penguin Classics)
['Robert Burns'],9780140423822,Selected Poems (penguin Classics)
['Jean Sartre'],9780140027273,Words (penguin Modern Classics)
"['Helge Rubinstein', 'Sheila Bush', 'Helge Rubenstein']",9780140467260,Ices Galore (penguin Handbooks)
['Marguerite De Navarre'],9780140443554,The Heptameron (penguin Classics)
['Various'],9780140444513,Hippocratic Writings (penguin Classics)
['Abram Tertz'],9780140068085,Goodnight! (penguin International Writers)
"['Gustave Flaubert', 'Robert Baldick']",9780140441062,Three Tales (penguin Classics)
['Charlotte Brontë'],9780140433111,The Professor (penguin Classics)
['Phillis Levin'],9780140589283,Mercury: Poems (penguin Poets)
['Burn'],9780001827790,Penguin History Of Greece
['Plato'],9780140440249,The Symposium (penguin Classics)
['Kate Grenville'],9780140085471,Lilian's Story (king Penguin)
['Jan Widmer'],9780141029795,The Penguin Careers Guide
['Chrétien De Troyes'],9780140445213,Arthurian Romances (penguin Classics)
['Susie Orbach'],9780140169782,Hunger Strike (penguin Psychology)
['Lenore Look'],9780375863325,Polka Dot Penguin Pottery
['Rohinton Mistry'],9780140128079,Swimming Lessons (king Penguin)
"['Jonathan Price', 'L. Urban']",9780140465914,Definitive Word (penguin Handbooks)
['Theocritus'],9780140445237,The Idylls (penguin Classics)
['Donald Barthelme'],9780142437391,Sixty Stories (penguin Classics)
['Colin Thubron'],9780146001277,Samarkand (penguin 60s S.)
['Sydney Bolt'],9780140772630,"Hamlet (critical Studies, Penguin)"
['Jean Marzollo'],9780738361901,I Spy a Penguin
['Jane Austen'],9780140861860,Northanger Abbey (Penguin Audiobooks)
['Ken Pryce'],9780140803167,Endless Pressure (penguin Education)
"['Andrey Kurkov', 'George Bird']",9781860468353,Death and the Penguin
['David Crystal'],9780141009179,The new Penguin encyclopedia
['Larry Mcmurtry'],9780140868579,Crazy Horse (penguin Lives)
"['Andreae', 'Giles']",9781408338384,Be Brave Little Penguin
['George Eliot'],9780140436648,Adam Bede (penguin Classics)
['Anne Brontë'],9780140861709,Agnes Grey (penguin Audiobooks)
['Sakura Tsukuba'],9781401213060,Penguin Revolution: Vol 04
['Richard Barber'],9780141988658,Henry Ii (penguin Monarchs)
"['Gregg Hurwitz', 'Jason Aaron', 'Various']",9781401237325,Penguin: Pain and Prejudice
['(camilla De La Bedoyere)'],9781848359192,Egg To Penguin Lifecycles
['Jane Austen'],9781854714060,Complete Austen (penguin Authors)
['Ronald H. Menage'],9780140462418,Greenhouse Gardening (penguin Handbooks)
['Lester Faigley'],9780536063229,The Little Penguin Handbook
['Cartography Penguin'],9780140289909,Penguin Road Map: Brisbane
['Leonora Carrington'],9780141187990,Hearing Trumpet (penguin Classics)
['Charlotte Brontë'],9780140430110,Jane Eyre (penguin Classics)
['Mel Calman'],9780140047608,The New Penguin Calman
['Diana Petersen'],9780855582234,Pippa The Fairy Penguin
['Mark Twain'],9780140433845,Short Stories (penguin Classics)
['Ruth Owen'],9781617726026,Penguin Chicks (water Babies)
['The Duke Of Wellington'],9780141394312,Military Dispatches (penguin Classics)
